Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
7669,Timeline,Michael Crichton,"Crichton, Michael",,"=""0099244721""","=""9780099244721""",2,3.83,Arrow Books,Mass Market Paperback,489,2000,1999,,2007/06/26,,,read,,,,1,,,0,,,,,
7670,The Andromeda Strain,Michael Crichton,"Crichton, Michael",,"=""0060541814""","=""9780060541811""",4,3.87,Avon Books,Paperback,327,2003,1969,,2007/06/26,,,read,,,,1,,,0,,,,,
885642,Pretty Good Magic,Cathy East Dubowski,"Dubowski, Cathy East",Mark Dubowski,"=""039489068X""","=""9780394890685""",5,4.00,Random House Books for Young Readers,Paperback,48,1987,1987,,2007/06/26,,,read,,,,1,,,0,,,,,
9601,Bluebeard,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""038533351X""","=""9780385333511""",5,4.02,Dial Press Trade Paperback,Paperback,318,1998,1987,,2007/06/26,,,read,,,,1,,,0,,,,,
4982,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""1857988841""","=""9781857988840""",4,4.16,Gollancz,Paperback,224,1999,1959,,2007/06/26,,,read,,,,1,,,0,,,,,
9593,Galápagos,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333870""","=""9780385333870""",5,3.87,Dial Press,Paperback,324,1999,1985,,2007/06/26,,,read,,,,1,,,0,,,,,
135479,Cat's Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0140285601""","=""9780140285604""",4,4.18,Penguin,Paperback,306,1999,1963,,2007/06/26,,,read,,,,1,,,0,,,,,
29059,Choke,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385720920""","=""9780385720922""",4,3.69,Anchor Books,Paperback,293,2002,2001,,2007/06/26,,,read,,,,1,,,0,,,,,
22284,Diary,Chuck Palahniuk,"Palahniuk, Chuck",,"=""1400032814""","=""9781400032815""",4,3.61,Anchor,Paperback,262,2004,2003,,2007/06/26,,,read,,,,1,,,0,,,,,
33293,Naked Economics: Undressing the Dismal Science,Charles Wheelan,"Wheelan, Charles",,"=""0393324869""","=""9780393324860""",4,4.00,W. W. Norton  Company,Paperback,288,2003,2002,,2007/06/26,,,read,,,,1,,,0,,,,,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""0307277674""","=""9780307277671""",1,3.79,Anchor,Paperback,481,2006,2003,,2007/06/26,,,read,,,,1,,,0,,,,,
10176,Dress Your Family in Corduroy and Denim,David Sedaris,"Sedaris, David",,"=""0965904830""","=""9780965904834""",1,4.09,Little Brown & Co.,Paperback,272,2004,2004,,2007/06/26,,,read,,,,1,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",5,3.89,Scribner,Paperback,180,2004,1925,,2007/06/26,,,read,,,,1,,,0,,,,,
4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0618711651""","=""9780618711659""",5,3.97,Mariner Books,Paperback,326,2006,2005,,2007/06/23,,,read,,,,1,,,0,,,,,
411321,Invisible Monsters,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393319296""","=""9780393319293""",5,4.00,W.W. Norton & Company,Paperback,297,1999,1999,,2007/06/23,,,read,,,,1,,,0,,,,,
2265,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,"Armstrong, Lance",Sally Jenkins,"=""0425179613""","=""9780425179611""",4,3.72,Berkley Trade,Paperback,294,2001,1999,,2007/06/23,,,read,,,,1,,,0,,,,,
5562,Winning [Ganar],Jack Welch,"Welch, Jack",Suzy Welch,"=""8466621091""","=""9788466621090""",3,3.80,Vergara,Paperback,395,2005,1992,,2007/06/23,,,read,,,,1,,,0,,,,,
849747,Moondust: In Search Of The Men Who Fell To Earth,Andrew      Smith,"Smith, Andrew",,"=""0747563691""","=""9780747563693""",3,4.06,Bloomsbury,Paperback,372,2006,2005,,2007/06/23,,,read,,,,1,,,0,,,,,
439673,"Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market",Eric Schlosser,"Schlosser, Eric",,"=""0618334661""","=""9780618334667""",4,3.76,Houghton Mifflin Harcourt,Hardcover,320,2003,2003,,2007/06/23,,,read,,,,1,,,0,,,,,
25887,Islam: A Concise Introduction,Huston Smith,"Smith, Huston",,"=""0060095571""","=""9780060095574""",5,3.71,HarperOne,Paperback,112,2001,1958,,2007/06/23,,,read,,,,1,,,0,,,,,
